,UEN,MATCHED_NAME,COMPANY_NAME,PIC_NAME,DESIGNATION,CONTACT_NUMBER_1_FORMATTED,CONTACT_NUMBER_2_FORMATTED,CONTACT_NUMBER_3_FORMATTED,ADDRESS,EMAIL_1,EMAIL_2,EMAIL_3,COMPANY_STATUS
177,53240485L,NUM HIAM CURRY,NUM HIAM CURRY ,,,65 6569 2963,,,,,,,LIVE
178,53460414E,SLAPPY CAKES,SLAPPY CAKES ,,,65 6465 1814,,,,slappycakesgs@tunglok.com,,,LIVE
179,53234978D,NOODLE MAN,NOODLE MAN ,,,65 6327 1286,,,,,,,LIVE
180,53357642C,VENUE BY SEBASTIAN,VENUE BY SEBASTIAN ,,,65 6904 9688,,,,colinyong90@gmail.com, info@venuebysebastian.com,,LIVE
181,199403675W,HARU CORPORATION PTE LTD,HARU HARU ,,,65 6451 3201,,,,nickchin2@hotmail.com,,,LIVE COMPANY
182,52815928C,SUMMER PAVILION,SUMMER PAVILION ,,,65 6434 5286,,,,rc.sinrz.summerpavilion@ritzcarlton.com,,,LIVE
183,53433993W,SIAM SUPER,SUPER SIAM ,,,65 6438 5233,,,,supersiam@live.sg,,,LIVE
184,200100404D,THE BIG BIRD PTE LTD,THE BIG BIRD ,,,65 6734 6022,65 9101 0143,,,thebigbirdcr@gmail.com,,,LIVE COMPANY
185,T11LL0482L,SOD CAFE LLP,SOD CAFE SG ,,,65 6385 4026,,,,,,,LIVE
186,26763100J,BEE KEONG RESTAURANT,BEE KEONG RESTAURANT,,,65 6285 5285,,,,joana@beekeong.sg,,,LIVE
187,198804400K,PASTA FRESCA DA SALVATORE PTE LTD,PASTA FRESCA DA SALVATORE ,,,65 6532 6283,,,,salvo@pastafresca.com,,,LIVE COMPANY
188,53168718W,FRUIT BOX,FRUIT BOX ,,,65 9628 2352,,,,,,,LIVE
189,53256827C,AH HUA KELONG,AH HUA KELONG ,,,65 8655 3074,,,,Bryan@ahhuakelong.com,,,LIVE
190,T09LL0416H,MERDANDY BAR & CAFE LLP,MERDANDY BAR & CAFE ,,,65 9090 7905,,,,,,,LIVE
191,53315631M,THA SIAM THAI KITCHEN,THA SIAM THAI KITCHEN ,,,65 9180 0046,65 6766 4766,,,mail@createries.com, liverosezl@hotmail.com, thasiam@hotmail.com,LIVE
192,50916500A,JIA YUEN EATING HOUSE,JIA YUEN EATING HOUSE ,,,65 9672 4607,,,,,,,LIVE
193,53200966E,CURRY & CURRY,CURRY&CURRY ,,,65 8121 9561,,,,,,,LIVE
194,T19LL1240D,MING CHIN IMPERIAL KITCHEN LLP,MING CHIN IMPERIAL KITCHEN,,,65 9168 1813,,,,zanntan80@gmail.com,,,LIVE
195,200918833G,HUNGRY BBQ PRIVATE LIMITED,HUNGRY BBQ ,,,65 6243 2243,,,,help@hungrybbq.com,,,LIVE COMPANY
196,53381462J,BAR CICHETI,BAR CICHETI ,,,65 6789 9806,,,,eat@barcicheti.com,,,LIVE
197,53020516E,PEPERONI PIZZERIA,PEPERONI PIZZERIA ,,,65 6509 1575,,,,peperonifeedback@lesamis.com.sg,,,LIVE
198,00284700X,CHIN SIN HUAN,CHIN SIN HUAN ,,,65 9781 2891,,,,hello@chinsinhuan.sg,,,LIVE
199,53347840E,YAKINIKU JAN JAN,YAKINIKU JAN JAN ,,,65 6908 9968,,,,Info@sential.com.sg,,,LIVE
200,53062289X,INDIAN WOK,INDIAN WOK ,,,65 6448 2003,,,,prabhakar_a@kobian.com,,,LIVE
201,40897200M,A-ROY THAI RESTAURANT,A-ROY THAI RESTAURANT ,,,65 6970 5028,65 6338 3880,65 6352 1446,,aroythaisg.official@outlook.com,,,LIVE
202,201401176D,SLAKE PRIVATE LIMITED,SLAKE SG ,,,65 9245 0184,,,,hello@slake.sg,,,LIVE COMPANY
203,47426300B,KINTAMANI INDONESIAN RESTAURANT,KINTAMANI INDONESIAN RESTAURANT SG ,,,65 6739 6463,,,,kintamani.riverfront@furama.com,,,LIVE
204,53219726K,BELLYGOOD CATERER,BELLYGOOD CATERER SG ,,,65 6694 1717,,,,catering@tunglok.com,,,LIVE
205,201630000Z,LYE HENG FOOD SUPPLIES PTE. LTD.,LYE HENG FOOD SUPPLIES PTE LTD SG ,,,65 8933 1844,,,,enquiry@lyeheng.com,,,LIVE COMPANY
206,53338258X,WANTON NOODLE HOUSE,WANTON NOODLE HOUSE SG ,,,65 8498 4137,,,,cheriesjq96@hotmail.com,,,LIVE
207,201718018W,THE KETTLE GOURMET PRIVATE LIMITED,THE KETTLE GOURMET SG ,,,65 9159 2303,,,,czy199162@gmail.com,,,LIVE COMPANY
208,53285958L,LICKERS,LICKERS SG ,,,65 9099 5265,,,,felix.tan@lickers.com.sg,,,LIVE
209,53080631B,HUP SENG HUAT SEAFOOD,HUP SENG HUAT SEAFOOD SG ,,,65 9383 1031,,,,robertzhuo84@gmail.com,,,LIVE
210,53122555X,JI JI WANTON NOODLE SPECIALIST (SINCE 1965),JI JI WANTON NOODLE SPECIALIST (SINCE 1965) SG ,,,65 9835 9735,,,,kristencsl@gmail.com,,,LIVE
211,53041373J,GOOD CHANCE POPIAH EATING HOUSE,GOOD CHANCE POPIAH EATING HOUSE SG ,,,65 8490 1455,,,,goodchancestaff@gmail.com,,,LIVE
212,T15LL1415H,ORIENTAL ICE BISTRO LLP,ORIENTAL ICE BISTRO SG ,,,65 6635 7426,,,,choonhenglee@outlook.com,,,LIVE
213,199503375W,CHINA CLASSIC PTE LTD,CHINA CLASSIC SG ,,,65 6262 1717,,,,enquiry@chinaclassic.com.sg,,,LIVE COMPANY
214,53265663J,NOODLE CAFE,NOODLE CAFE SG ,,,65 8739 9553,,,,biz@glitz-sg.com,,,LIVE
215,199401989E,FASSLER GOURMET PTE LTD,FASSLER GOURMET SG ,,,65 6257 5257,,,,orderdept@fasslergourmet.com,,,LIVE COMPANY
216,53187777M,WINDOWSILL PIES,WINDOWSILL PIES SG ,,,65 9772 5629,,,,pies@windowsillpies.sg,,,LIVE
217,201838733K,HAVEN BISTRO PRIVATE LIMITED,HAVEN BISTRO SG ,,,65 6817 0639,,,,,,,LIVE COMPANY
218,53241068L,SUNSET BAR,SUNSET BAR SG ,,,65 6705 7663,,,,,,,LIVE
219,53262807A,RONG HUA BAK KUT TEH,RONG HUA BAK KUT TEH SG ,,,65 6469 3536,,,,,,,LIVE
220,53135829A,OLD SCHOOL DELIGHTS,OLD SCHOOL DELIGHTS SG ,,,65 6909 3507,,,,,,,LIVE
221,53507891M,MMMM SG,MMMM! SG ,,,65 6397 6818,,,,,,,LIVE
222,53230526D,KAZOKU JAPANESE CUISINE,KAZOKU JAPANESE CUISINE SG ,,,65 9687 3782,,,,kazokusg@gmail.com,,,LIVE
223,53456264K,CAFE4YOU,CAFE4YOU SG ,,,65 6681 6555,65 8511 5880,,,tiffanyyeo@chilli.com.sg,,,LIVE
224,53387812L,KAFE UTU,KAFE UTU SG ,,,65 6996 3937,,,,info@kafeutu.com,,,LIVE
225,T17LL0746L,WANG YUAN CAFE LLP,WANG YUAN CAFE SG ,,,65 6909 7927,,,,wangyuancafe@gmail.com,,,LIVE
226,53360517B,JIAN FA SEAFOOD BBQ,JIAN FA SEAFOOD BBQ SG ,,,65 6509 9198,,,,ktong74@outlook.com,,,LIVE
227,53502966K,BREADWERKS,BREADWERKS ,,,65 6440 3573,65 9116 2052,,,enquiry@breadwerks.sg, vanz@breadwerks.sg,,LIVE
228,53059139A,SHENG HE FOOD CHAIN,SHENG HE FOOD CHAIN SG ,,,65 6848 2093,,,,,,,LIVE
229,200102485H,SAKURA FAMILY RESTAURANT PTE LTD,SAKURA FAMILY RESTAURANT SG ,,,65 6358 2938,,,,,,,LIVE COMPANY
230,53413763J,IVAN'S CARBINA,IVAN'S CARBINA SG ,,,65 8292 8599,,,,,,,LIVE
231,53289147C,CHULOP!,CHULOP! SG ,,,65 9776 5045,,,,info@chulop.com,,,LIVE
232,53312613D,FIRST CLASS TASTE,FIRST CLASS TASTE SG ,,,65 9850 2202,,,,,,,LIVE
233,53479018J,TEA FAIRY,FAIRY TEA SG ,,,1 9453182950,,,,diazfairyjoy@gmail.com,,,LIVE
234,53318405C,ANDES BY ASTONS,ANDES BY ASTONS SG ,,,65 6219 3816,65 6386 1074,,,,,,LIVE
235,53502683L,MARU,MARU SG ,,,65 6327 1123,,,,,,,LIVE
236,53324632J,SUPER SIMPLE,SUPER SIMPLE SG ,,,65 9699 5568,,,,feedmesupersimple@gmail.com,,,LIVE
237,201627114G,TASTE (SINGAPORE) PRIVATE LIMITED,TASTE SINGAPORE ,,,65 6264 8389,,,,holland@taste.sg,,,LIVE COMPANY
238,53336849M,TEMPO,TEMPO SG ,,,65 6233 1100,,,,,,,LIVE
239,53147609W,THE SALAD SHOP,THE SALAD SHOP SG ,,,65 6536 3686,,,,enquiry@thesaladshop.com.sg,,,LIVE
240,T16LL2437F,BOKUDA LLP,BOKUDA LLP ,,,65 9793 0593,,,,ctwong118@gmail.com,,,LIVE
241,198502225W,THE RESTAURANT COMPANY PTE LTD,THE RESTAURANT ,,,65 8182 0454,,,,lionelgoh@spgg.org.sg,,,LIVE COMPANY
242,200502618R,SR DATA DYNAMIC PRIVATE LIMITED,SR DATA DYNAMIC ,,,65 9001 4288,,,,rocky@srdd.com,,,LIVE COMPANY
243,53418955E,SMART CITY KITCHENS,SMART CITY KITCHENS ,,,65 8126 6579,,,,info@smartcitykitchens.com,,,LIVE
244,53400940M,SHINNSATO,SHINNSATO ,,,65 9742 6840,,,,raytanbk.tan8215@gmail.com,,,LIVE
245,200918304G,KAILASH PARBAT RESTAURANTS PTE. LTD.,KAILASH PARBAT RESTAURANTS PTE. LTD. ,,,65 6836 5545,,,,arvind@kaitashparbat.com.sg,,,LIVE COMPANY
246,200506192E,JAPAN FOODS ENTERPRISES PTE. LTD.,JAPAN FOODS ENTERPRISES PTE LTD. ,,,65 9824 4561,,,,,,,LIVE COMPANY
247,201721186D,LAOHUANG F&B (PTE. LTD.),LAOHUANG F&B PTE. LTD. ,,,65 8280 5941,,,,,,,LIVE COMPANY
248,200103698Z,MAESTROSOFT PTE LTD,MAESTROSOFT PTE LTD ,,,65 9066 3301,,,,,,,LIVE COMPANY
249,199902448E,ENVIRONMENTAL SOLUTIONS (ASIA) PTE LTD,ENVIRONMENTAL SOLUTIONS (ASIA) PTE LTD ,,,65 9684 1200,65 8809 9836,,,agnes.tan@env-solutions.com, yeowchuan@env-soluitons.com,,LIVE COMPANY
250,T12LL1365E,YAP LOH & PARTNERS LLP,YAP LOH & PARTNERS LLP ,,,65 9386 5007,,,,juntin.tan@ylplegal.com,,,LIVE
251,53250563L,NUR INDAH KITCHEN,NUR INDAH KITCHEN ,,,65 9389 4301,,,,roziwan@gmail.com, roziwan@gmail.com,,LIVE
252,200819746K,SHAN DONG XIAO CHU PTE. LTD.,SHAN DONG XIAO CHU PTE.LTD. ,,,65 9836 0249,65 8233 9166,,,848650010@qq.com, enquiry@shandongdongji.sg,,LIVE COMPANY
253,201828446N,HARVEST ACCOUNTING PTE. LTD.,HARVEST ACCOUNTING PTE. LTD. ,,,65 9821 8195,65 9821 8195,,,bryan@harvestaccounting.com.sg, ask@harvestaccounting.com.sg,,LIVE COMPANY
254,53184454D,JY WANG ENTERPRISE,JY WANG ENTERPRISE ,,,65 9339 4895,,,,,,,LIVE
255,53295906W,BIRYANI CENTRAL,BIRYANI CENTRAL ,,,65 9632 7396,,,,,,,LIVE
256,53424740K,WIN CAFE,WIN CAFE,,,65 9695 8246,,,,,,,LIVE
257,197803106K,BENG HIANG RESTAURANT PTE LTD,BENG HIANG RESTAURANT,,,65 6708 8883,,,,syahir.syazwan@hoteljen.com,,,LIVE COMPANY
258,199103917R,NPAC INTERNATIONAL PTE LTD,NPAC INTERNATIONAL ,,,65 9759 9782,,,,ernestchan@npac.com.sg,,,LIVE COMPANY
259,198800405Z,FAITHFUL+GOULD PTE. LIMITED,FAITHFUL+GOULD ,,,65 9173 0257,,,,kathleen.kwan@fgould.com,,,LIVE COMPANY
260,53458436E,SAKABA EIZOU,SAKABA EIZOU ,,,65 9090 8663,,,,roglimpc@gmail.com,,,LIVE
261,199602661M,KOUFU PTE LTD,KOUFU ,,,65 9628 1027,,,,houboon.ang@koufu.com.sg,,,LIVE COMPANY
262,07119000K,BROADWAY CO,BROADWAY ,,,65 9069 8461,,,,karl@broadway.com.sg,,,LIVE
263,201108236K,IPI,IPI SINGAPORE ,,,65 9182 3125,,,,adeline_chan@ipi-singapore.org,,,LIVE COMPANY
264,T16LL1881F,ARTANS HOUSE LLP,ARTANS HOUSE ,,,65 9235 8660,,,,stefano@artanshouse.com,,,LIVE
265,199003777Z,ERA SINGAPORE PTE LTD,ERA ,,,65 9090 9274,,,,zaimi3878@gmail.com,,,LIVE COMPANY
266,53104786E,QUAICH BAR,QUAICH BAR  ,,,65 9643 0968,,,,joyce@whiskystore.com.sg,,,LIVE
267,53370618A,WAKANUI GRILL DINING SINGAPORE,WAKANUI GRILL DINING  ,,,65 9837 6258,,,,kelvin.koh@1855fnb.com.sg,,,LIVE
268,52963071X,TIONG BAHRU HAINANESE BONELESS CHICKEN RICE,TIONG BAHRU HAINANESE BONELESS CHICKEN RICE ,,,65 9751 2391,,,,muiling@gmail.com,,,LIVE
269,53039214C,ONE15 MARINA CLUB,ONE15 MARINA CLUB,,,65 6306 2452,,,,adrian.yeo@embtm.com.sg,,,LIVE
270,199405915W,SEMBAWANG SEAFOOD PARADISE PTE LTD,SEMBAWANG SEAFOOD PARADISE ,,,65 6487 2429,65 8201 3688,,,daniel@beaulieuhouse.com.sg,,,LIVE COMPANY
271,201422171C,CHEVAL GROUP PRIVATE LIMITED,CHEVAL GROUP ,,,65 9764 8903,,,,jel.inc@hotmail.com,,,LIVE COMPANY
272,T19LL0469B,MEET 4 MEAT LLP,MEET 4 MEAT ,,,65 8290 3605,,,,geraldlau.wine@gmail.com,,,LIVE
273,200003426R,EXTREMERS ADVENTURE PTE LTD,EXTREMERS ADVENTURE PTE LTD ,,,65 9276 9085,,,,grace@Georges.com.sg, extremersadventure@hotmail.com,,LIVE COMPANY
274,53249421X,RANGOOLI RESTAURANT,RANGOOLI RESTAURANT ,,,65 8118 3698,,,,,,,LIVE
275,199608549W,DIANDIN LELUK THAI RESTAURANT PRIVATE LIMITED,DIANDIN LELUK THAI RESTAURANT ,,,65 8606 0118,,,,diandinhq@gmail.com,,,LIVE COMPANY
276,53339214D,PHEONIX CAFE,PHEONIX CAFE ,,,65 9773 0869,,,,greenonearth@gmail.com,,,LIVE
277,53023502A,HIMAWARI JAPANESE RESTAURANT,HIMAWARI JAPANESE RESTAURANT ,,,65 8223 8822,,,,amy@himawari.com,,,LIVE
278,T18LL1796K,WONDER GELATO LLP,WONDER GELATO LLP ,,,65 9631 7377,,,,hepingxingjun@hotmail.com,,,LIVE
279,199002289E,S-CITY CAFE PTE LTD,S -CITY CAFE PTE LTD ,,,65 8782 9293,,,,darren@scitycafe.com,,,LIVE COMPANY
280,202239580M,POSITIVITY CAFE PRIVATE LIMITED,POSITIVITY CAFE ,,,65 9636 1213,,,,j.undeejav@gmail.com,,,LIVE COMPANY
281,53477240D,HARMONY COFFEE,HARMONY COFFEE ,,,65 9090 3477,,,,harmonycoffeesg@gmail.com,,,LIVE
282,201213003K,JUICE FARM PRIVATE LIMITED,JUICE FARM ,,,65 9836 0580,,,,limin@juicefarm.com.sg,,,LIVE COMPANY
283,53459250C,3 MINS COFFEE SINGAPORE,3 MINS COFFEE ,,,65 9489 1303,,,,jskee29@gmail.com,,,LIVE
284,53274919K,VILLAGE HOTEL SENTOSA,VILLAGE HOTEL SENTOSA ,,,65 9048 0978,,,,dannyyok@fareast.com,,,LIVE
285,21174900A,WAKA COMPANY,WAKA WAKA ,,,65 9657 4938,,,,kongsg@furama.com,,,LIVE
286,T17LL0765C,TSP THE STRAITS PEOPLE LLP,TSP THE STRAITS PEOPLE LLP ,,,65 9272 4561,,,,annetan@ymail.com,,,LIVE
287,53029034X,PARKWAY EAST HOSPITAL,PARKWAY EAST HOSPITAL ,,,65 9238 8109,,,,chiahow.choo@parkwayeast.com.sg,,,LIVE
288,53002348B,NEW FUT KAI VEGETARIAN RESTAURANT,"NEW FUT KAI VEGETARIAN RESTAURANT, ",,,65 6341 7096,,,,admin@newfutkai.com.sg,,,LIVE
289,53370634C,GREENWOOD FISH MARKET,GREENWOOD FISH MARKET ,,,65 8188 9910,,,,,,,LIVE
290,53381211M,THE CURRY CULTURE,THE CURRY CULTURE ,,,65 9059 1230,,,,nill@gmail.com,,,LIVE
291,53387212W,OLIVIA RESTAURANT & LOUNGE,OLIVIA RESTAURANT & LOUNGE ,,,65 8126 3551,,,,azad@olivia.com.sg,,,LIVE
292,53242893E,TONG AH EATING HOUSE,TONG AH EATING HOUSE ,,,65 9030 5366,,,,,,,LIVE
293,53026615J,BAKER'S WELL,BAKER'S WELL ,,,65 9638 2665,,,,hello@bakerswell.com,,,LIVE
294,199101168C,TEA CHAPTER TRADING PTE LTD,TEA CHAPTER TRADING PTE LTD ,,,65 9858 6502,,,,fund.lee@teachapter.com,,,LIVE COMPANY
295,53339996C,HUA TING STEAMBOAT,HUA TING STEAMBOAT ,,,65 6739 6666,66 946893924,,,,,,LIVE
296,53290197E,GERAI NENEK OBEK,GERAI NENEK OBEK ,,,65 8611 4560,65 8611 4560,,,filzahmiranti.dwd@gmail.com,,,LIVE
297,53386058W,BASASAK CHICKEN,BASASAK CHICKEN ,,,65 9223 6613,,,,basasakchicken01@gmail.com,,,LIVE
298,202342971R,15 FIVE 3 PRIVATE LIMITED,15 FIVE 3 PTE LTD ,,,65 9021 8835,,,,derrick@gmail.com,,,LIVE COMPANY
299,T23LL0554C,OKRA BY SWG LLP,OKRA BY SWG LLP ,,,65 8322 5712,65 9474 1162,,,okrabyswg@gmail.com,,,LIVE
300,202309913D,MIXUE PRIVATE LIMITED,MIXUE ,,,65 9231 3852,,,,,,,LIVE COMPANY
301,53448790D,HARYATI'S KITCHEN,HARYATI'S KITCHEN ,,,65 9642 7797,,,,,,,LIVE
302,202033784Z,CHICK-FIL-A (ASIA) PTE. LTD., CHICK-FIL-A (ASIA) PTE. LTD. ,,,65 9794 9260,,,,joyce.tan@cfacorp.com.sg,,,LIVE COMPANY
303,200408968W,HOT PALETTE (ASIA PACIFIC) PTE. LTD., HOT PALETTE (ASIA PACIFIC) PTE. LTD. ,,,65 6336 2910,65 6336 9291,65 9677 2897,,huiyi@hotpalette-apac.com, sylim@hotpalette-apac.com,,LIVE COMPANY
304,52926074C,EN JAPANESE DINING BAR,EN JAPANESE DINING BAR  ,,,65 9690 5574,,,,raymond@endiningbars.com,,,LIVE
305,200003475H,FOOD JUNCTION SINGAPORE PTE LTD,FOOD JUNCTION,,,65 9732 4379,,,,keith.kek@foodjunction.com,,,LIVE COMPANY
306,53272190W,HENRI CHARPENTIER,HENRI CHARPENTIER,,,65 6479 5518,65 6386 8422,,,yamamoto-hiroaki@suzette.jp,,,LIVE
307,199404706K,HIC SINGAPORE PTE LTD,HIC,,,65 8223 6766,,,,concierge@hicjuice.com.sg,,,LIVE COMPANY
308,197200488G,ISS FACILITY SERVICES PRIVATE LIMITED,ISS FACILITY SERVICES PRIVATE LIMITED,,,65 6622 2612,,,,gina.toh@sg.issworld.com,,,LIVE COMPANY
309,53138878J,JP PEPPERDINE,JP PEPPERDINE  ,,,65 6282 1311,65 8499 8949,,,jason.ong@jppepperdine.com, bryston.tng@jppepperdine.com,,LIVE
310,52801542K,JUST THE PLACE,JUST THE PLACE,,,65 9637 6878,,,,rena@justtheplacebarnweddings.com,,,LIVE
311,53393246K,MAJESTIC RESTAURANT,MAJESTIC RESTAURANT,,,65 6604 6604,,,,emmanuel.benardos@unlistedcollection.com,,,LIVE
312,08090100W,MANHILL RESTAURANT,MANHILL RESTAURANT,,,65 6474 6835,65 6221 5073,,,,,,LIVE
313,53024632E,HONEY + MILK,MILK & HONEY ,,,65 6834 3040,,,,,,,LIVE
314,199907530C,QI JI PTE LTD,QI JI  ,,,65 6283 8572,,,,alanlau@qiji.com.sg,,,LIVE COMPANY
315,34053800K,SHERATON TOWERS SINGAPORE HOTEL,SHERATON TOWERS SINGAPORE HOTEL,,,65 6389 5940,,,,julia.chua@sheratonsingapore.com,,,LIVE
316,53125266C,SOUPERLICIOUS,SOUPERLICIOUS,,,65 9766 2490,,,,info@touchitmedia.ca,,,LIVE
317,199501882W,SPINELLI PTE LTD,SPINELLI,,,65 6337 8618,,,,jasmine.loh@spinellicoffee.com.sg,,,LIVE COMPANY
318,53436417M,SWISSBAKE,SWISSBAKE +,,,65 8183 6540,,,,john.lee@swiss-bake.com.sg,,,LIVE
319,53179350L,TAMPOPO GRAND,TAMPOPO GRAND,,,65 6735 2959,65 6338 1233,,,wanchyng@cfc.com.sg,,,LIVE
320,52918968B,TORI-Q,TORI Q,,,65 6887 5795,,,,karen@takopachi.com,,,LIVE
321,52823399L,TOWER CLUB,TOWER CLUB,,,65 6737 3388,,,,keith.lim@tower-club.com.sg,,,LIVE
322,201214550K,"""TUCKSHOP"" PRIVATE LIMITED",TUCKSHOP,,,65 9879 9417,,,,benson_moo520@hotmail.com,,,LIVE COMPANY
323,T13LL0631D,WELL DRESSED SALAD BAR & CAFE LLP,WELL DRESSED SALAD BAR & CAFE,,,65 9789 3072,,,,sowelldressed@live.com,,,LIVE
324,200101877Z,ZINGRILL HOLDINGS PTE LTD,ZINGRILL HOLDINGS PTE LTD,,,65 9769 2615,,,,andrew@zingrill.com.sg,,,LIVE COMPANY
325,T21LL0051F,KITE LLP,KITE ,,,65 9729 7988,,,,info@eat-at-kite.sg,,,LIVE
326,199001952R,JERRY'S BARBECUE & GRILL (SINGAPORE) PTE LTD,JERRY'S BARBECUE & GRILL ,,,65 9670 8050,,,,alhakam333@gmail.com,,,LIVE COMPANY
327,201110162W,DIAMOND KITCHEN PRIVATE LIMITED,DIAMOND KITCHEN ,,,65 6464 0410,,,,reservation@diamondkitchen.com.sg,,,LIVE COMPANY
328,32930800M,PEACH BLOSSOMS CHINESE RESTAURANT,PEACH BLOSSOMS CHINESE RESTAURANT ,,,65 6845 1111,,,,peachblossoms.prsmb@parkroyalhotels.com,,,LIVE
329,53202228M,BAR NKD,BAR NKD ,,,65 6423 4695,,,,,,,LIVE
330,53225523B,FRY BISTRO,FRY BISTRO ,,,65 8418 5995,,,,frybistro@gmail.com,,,LIVE
331,200103194D,SERAYA ENERGY PTE LTD,SERAYA ENERGY PTE LTD ,,,65 9119 7119,65 6213 8784,,,julia.chan@pseraya.com.sg,,,LIVE COMPANY
332,52969032B,GRAND SHANGHAI,GRAND SHANGHAI ,,,65 6836 6866,,,,restaurant@grandshanghai.com.sg,,,LIVE
333,199901533R,THE EASTERN RESTAURANT PTE LTD,THE EASTERN RESTAURANT ,,,65 6743 7883,,,,,,,LIVE COMPANY
334,199504924G,RUMAH MAKAN MINANG PTE LTD,RUMAH MAKAN MINANG ,,,65 6294 4805,,,,enquiry@minang.sg,,,LIVE COMPANY
335,53493687C,CHOP CHOP SG,CHOP CHOP ,,,65 6708 6774,,,,hello@wethehawkers.com,,,LIVE
336,199801790E,CASUARINA CURRY RESTAURANT PTE LTD,CASUARINA CURRY RESTAURANT ,,,65 6455 9093,,,,enquiry@casuarinacurry.com,,,LIVE COMPANY
337,T25LL1034F,PLUM VILLAGE LLP,PLUM VILLAGE ,,,65 6458 9005,,,,,,,LIVE
338,53046605L,GOLDEN TREASURE RESTAURANT,GOLDEN TREASURE RESTAURANT ,,,65 6743 1622,,,,,,,LIVE
339,04653300A,LAKSHIMI VILAS RESTAURANT,LAKSHIMI VILAS RESTAURANT ,,,65 6272 0537,,,,,,,LIVE
340,53081763B,JOO HENG RESTAURANT,JOO HENG RESTAURANT ,,,65 6345 1503,,,,,,,LIVE
341,53501178D,YING YANG,YING YANG ,,,65 6808 2183,,,,,,,LIVE
342,53196629A,DINOVIA KULINER,DINOVIA KULINER ,,,65 6440 0774,,,,,,,LIVE
343,53113060J,MELLVIN SEAFOOD RESTAURANT,MELLVIN SEAFOOD RESTAURANT ,,,65 6366 9985,,,,,,,LIVE
344,200001784C,THE CELLAR DOOR PTE LTD,THE CELLAR DOOR ,,,65 6463 5296,,,,marcom@thecellardoor.com.sg,,,LIVE COMPANY
345,53199874J,BOUNTIFUL RESTAURANT,BOUNTIFUL RESTAURANT ,,,65 6270 3323,,,,thebountifulstore@gmail.com,,,LIVE
346,48024700E,HENG HENG BAK KUT TEH,HENG HENG BAK KUT TEH ,,,65 6292 4913,,,,henghengclaypotbkt@gmail.com,,,LIVE
347,43057000K,XIN CUISINE-CHINESE RESTAURANT,XIN CUISINE CHINESE RESTAURANT ,,,65 6731 7173,,,,,,,LIVE
348,T09LL1171K,GUILIN DONG JIANG RESTAURANT LLP,GUILIN DONG JIANG RESTAURANT ,,,65 6766 3396,,,,,,,LIVE
349,53198968B,CHEF'S HATS,CHEF'S HATS ,,,65 9479 9101,,,,chefs.hats@gmail.com,,,LIVE
350,53056357J,SIN HUAT SEAFOOD RESTAURANT,SIN HUAT SEAFOOD RESTAURANT ,,,65 6744 9755,,,,,,,LIVE
351,53101768X,RASA RASA THAI SEAFOOD RESTAURANT,RASA RASA THAI SEAFOOD RESTAURANT ,,,65 6404 0650,,,,,,,LIVE
352,53102711B,AZUR,AZUR ,,,65 6823 5354,,,,,,,LIVE
353,53314990L,THE DRUNKEN POET,THE DRUNKEN POET ,,,65 6734 2924,65 6887 4824,,,murrayocp@gmail.com,,,LIVE
354,53155868A,ORIHARA SHOTEN,ORIHARA SHOTEN ,,,65 6836 5710,,,,,,,LIVE
355,53113344C,BOB'S BAR,BOB'S BAR ,,,65 6591 5047,,,,,,,LIVE
356,50745600M,THE TAVERN WINE & TAPAS BAR,THE TAVERN WINE & TAPAS BAR ,,,65 6737 6995,,,,,,,LIVE
357,53413625K,PADDY HILLS,PADDY HILLS ,,,65 6479 0800,,,,bryangoh@paddyhills.com.sg,,,LIVE
358,201606333W,TRIPLE THREE PRIVATE LIMITED,TRIPLE THREE ,,,65 6831 6288,65 6831 6271,,,,,,LIVE COMPANY
359,33086300B,SER SENG HERBS (TURTLE) RESTAURANT,SER SENG HERBS (TURTLE) RESTAURANT ,,,65 6287 6341,,,,,,,LIVE
360,53294980C,BIRDIE NUM NUM,BIRDIE NUM NUM ,,,65 6449 2546,,,,,,,LIVE
361,52923378M,ZEN FUT SAI KAI VEGETARIAN RESTAURANT,ZEN FUT SAI KAI VEGETARIAN RESTAURANT ,,,65 6291 2350,,,,,,,LIVE
362,T14LL0622L,CRAB CORNER LLP,CRAB CORNER ,,,65 6333 6969,,,,,,,LIVE
363,52846829D,SAKAE SUSHI,SAKAE SUSHI ,,,65 8748 5819,,,,johnnyho@sakaeholdings.com,,,LIVE
364,53177314X,DINE ON 3,DINE ON 3 ,,,65 6371 1964,,,,manuel.regodon@shangri-la.com,,,LIVE
365,53171223X,ARTICHOKE CAFE + BAR,ARTICHOKE CAFE & BAR ,,,65 6336 6949,,,,,,,LIVE
366,05440200W,JONG ANN RESTAURANT,JONG ANN RESTAURANT ,,,65 6742 6287,,,,,,,LIVE
367,47940400C,QUAN LE YAN SEAFOOD,QUAN LE YAN SEAFOOD ,,,65 6273 4960,,,,,,,LIVE
368,52937619M,POH HUAT RESTAURANT,POH HUAT RESTAURANT ,,,65 8194 4741,,,,,,,LIVE
369,52814496X,TIAN TIAN SEAFOOD RESTAURANT,TIAN TIAN SEAFOOD RESTAURANT ,,,65 6324 1082,,,,,,,LIVE
370,53360537K,LOO'S HAINANESE CURRY RICE,LOO'S HAINANESE CURRY RICE ,,,65 6225 3762,,,,,,,LIVE
